location_id,latitude,longitude,geoid_cb,county_fips
37728629,35.912076,-79.326325,370010219021004,37001
38051972,35.911978,-79.466845,370010218022023,37001
37672517,36.18379,-79.327725,370010213002011,37001
37672685,36.180589,-79.467749,370010215003003,37001
37930463,36.045833,-79.323505,370010212042009,37001
37655550,36.045157,-79.469348,370010207024018,37001
42310880,35.844192,-81.286352,370030407001002,37003
42137325,35.975743,-81.060553,370030401003048,37003
42309915,35.977263,-81.287591,370030402003060,37003
42313041,35.975589,-81.173536,370030402001041,37003
42309969,35.844191,-81.175583,370030406004009,37003
25722108,35.844538,-81.061353,370030405004022,37003
4405353,36.416731,-80.963277,370059501004000,37005
42273798,36.523167,-81.130375,370059502001014,37005
42258475,36.52633,-81.277999,370059503002006,37005
42157165,36.415352,-81.266338,370059503003079,37005
42097202,36.525607,-80.979417,370059501002018,37005
42272376,36.428277,-81.134219,370059503003016,37005
40084878,35.098024,-79.962688,370079201001004,37007
40084900,35.006371,-79.9844,370079201001035,37007
188998152,35.005394,-80.206231,370079203012037,37007
40263189,34.880342,-80.204347,370079206001042,37007
40272471,35.140687,-80.205128,370079203011019,37007
123523950,34.871086,-79.978851,370079206003027,37007
42334494,36.33641,-81.490238,370099707021027,37009
193013152,36.362644,-81.34347,370099708011030,37009
42083607,36.503224,-81.654976,370099703001026,37009
42085695,36.503423,-81.326954,370099708022003,37009
42317012,36.361458,-81.662266,370099703002029,37009
42156299,36.504011,-81.492555,370099702002004,37009
42226992,35.989928,-81.863016,370119302002072,37011
178242578,36.104894,-81.986065,370119303022026,37011
42013755,36.182229,-81.846053,370119301001008,37011
42227600,35.985576,-81.986097,370119304003020,37011
178487574,36.203587,-81.972706,370119303021000,37011
